"country","perc_ppl_fully_vaxxed"
"Seychelles",57.84283014864141
"United States of America",56.810277708823875
"United Kingdom",52.67373633592995
"Palau",44.61769783371387
"United Arab Emirates",37.738003720220405
"Chile",32.83181126397557
"San Marino",25.687418164504226
"Maldives",23.72296971041539
"Bahrain",22.005613880869852
"Marshall Islands",21.485435468486315
